rndrng_npi,rndrng_prvdr_city,rndrng_prvdr_state_abrvtn,rndrng_prvdr_type,avg_mdcr_alowd_amt,avg_mdcr_pymt_amt,avg_mdcr_stdzd_amt,tot_benes,tot_bene_day_srvcs
1568872364,Rochester,MN,Diagnostic Radiology,103.74090909,82.991818182,81.196363636,11.0,11.0
1063411478,Metairie,LA,Neurology,146.67866667,93.474666667,92.24,12.0,15.0
1831351113,Plano,TX,Diagnostic Radiology,54.485652174,41.625217391,39.76,23.0,23.0
1124206487,Stanford,CA,Diagnostic Radiology,29.66,23.68,21.16,11.0,11.0
1942430921,Chicago,IL,Pathology,26.559070513,20.864134615,21.347467949,247.0,273.0
1366469876,Saint Louis,MO,Cardiology,25.731225806,20.611225806,20.35,155.0,155.0
1417978966,Houston,TX,Orthopedic Surgery,41.548039216,32.5,31.382352941,31.0,51.0
1104949387,Algoma,WI,Family Practice,21.71125,21.71125,16.62,16.0,16.0
1033170196,Dallas,TX,Thoracic Surgery,180.45272727,144.52818182,149.22545455,11.0,11.0
1447300611,Clearwater,FL,Otolaryngology,129.53568966,100.78827586,104.23327586,57.0,58.0
1891054359,Mobile,AL,Internal Medicine,97.906029412,78.136029412,80.32,36.0,68.0
1437755246,Scottsdale,AZ,Nurse Practitioner,178.59181818,135.72681818,138.86227273,22.0,22.0
1750610457,Sumter,SC,Physician Assistant,106.743,106.743,110.41,40.0,40.0
1376504985,Louisville,KY,Nephrology,67.015463511,53.417228797,55.912228797,197.0,1014.0
1871933739,Tukwila,WA,Pathology,59.812916667,47.702083333,48.564166667,15.0,15.0
1275636037,Monticello,GA,Mass Immunizer Roster Biller,68.330638298,68.330638298,68.247021277,46.0,47.0
1396006995,Alexandria,LA,Internal Medicine,124.17,102.63956522,99.738695652,45.0,46.0
1336382019,Poway,CA,Otolaryngology,98.144573643,71.018527132,65.510736434,172.0,258.0
1912010562,West Des Moines,IA,Internal Medicine,16.518009259,16.518009259,16.46,178.0,216.0
1326631714,Goldsboro,NC,Nurse Practitioner,146.23154362,116.68832215,122.39456376,148.0,149.0
1972688018,Brooklyn,NY,Physical Therapist in Private Practice,42.431535581,33.695149813,28.608913858,37.0,511.0
1124251095,Eureka,MT,Mass Immunizer Roster Biller,39.7,39.7,39.2,30.0,30.0
1134427537,Tucson,AZ,Occupational Therapist in Private Practice,26.177875,19.661916667,19.585333333,40.0,192.0
1649368986,Spokane,WA,Family Practice,28.95625,28.95625,16.62,32.0,32.0
1386684918,Houston,TX,General Surgery,100.709375,74.340625,71.776875,13.0,16.0
1538264361,Plano,TX,Anesthesiology,63.088857143,48.418,49.722857143,35.0,35.0
1548687973,Richmond,VA,Diagnostic Radiology,8.7613950073,6.3360058737,6.3932745962,628.0,666.0
1962846311,Honolulu,HI,Family Practice,5.2078787879,3.9975757576,3.6848484848,32.0,33.0
1457354136,Klamath Falls,OR,Dermatology,84.482432432,59.264054054,56.608108108,35.0,36.0
1013956507,West Chester,PA,Physical Medicine and Rehabilitation,123.16809524,98.248095238,91.43,15.0,21.0
1255796231,Columbus,OH,Certified Registered Nurse Anesthetist (CRNA),133.72,107.07909091,105.27181818,11.0,11.0
1811936339,Streator,IL,Physical Therapist in Private Practice,29.4393083,22.038919631,22.45157444,106.0,828.0
1497072243,Wyoming,MI,Gastroenterology,183.18842105,142.61736842,153.63,19.0,19.0
1639274012,Staten Island,NY,Podiatry,68.875275362,50.548898551,41.358289855,126.0,345.0
1083687362,Rockford,IL,Internal Medicine,12.577826087,10.057826087,10.04,20.0,23.0
1790910891,Springville,AL,Nurse Practitioner,12.386,12.386,12.35,26.0,40.0
1003112145,Abbeville,AL,Clinical Laboratory,2.9609589041,2.9609589041,2.94,256.0,365.0
1760408686,Brooklyn,NY,Optometry,175.44365854,115.59682927,98.576097561,41.0,41.0
1518101708,Valley Stream,NY,Hematology-Oncology,25.376666667,25.376666667,25.29,11.0,21.0
1184682387,Los Angeles,CA,Diagnostic Radiology,112.4452,67.3674,56.5702,50.0,50.0
1023127461,Brownsville,TX,Mass Immunizer Roster Biller,38.024189189,38.024189189,39.2,145.0,148.0
1568552719,Glens Falls,NY,Dermatology,109.69775,73.6335,75.57275,40.0,40.0
1508002387,Olathe,KS,Physician Assistant,144.3547619,120.54797619,125.7075,84.0,84.0
1619937026,Davenport,IA,Diagnostic Radiology,7.6721428571,5.6628571429,6.4464285714,13.0,13.0
1679505549,Columbia,MD,Family Practice,1.6797701149,1.1631034483,1.1981609195,35.0,87.0
1255741823,Pensacola,FL,Independent Diagnostic Testing Facility (IDTF),0.33875,0.2724358974,0.2701602564,43.0,43.0
1396794772,Topeka,KS,Hospitalist,186.94111765,147.74176471,153.91164706,167.0,170.0
1184798746,Bismarck,ND,Physical Medicine and Rehabilitation,59.477222222,47.724444444,50.071666667,24.0,36.0
1114904661,Brooklyn,NY,Family Practice,2.9549511401,2.9549511401,2.94,395.0,614.0
1730317900,Hickory,NC,Vascular Surgery,90.521666667,62.961296296,63.109938272,139.0,162.0
1669117644,Fort Wayne,IN,Nurse Practitioner,106.65,84.97,90.16,11.0,11.0
1881676708,Fairhope,AL,Diagnostic Radiology,82.0325,65.5525,66.75,23.0,24.0
1174987374,American Fork,UT,Internal Medicine,126.75923077,97.162307692,100.23692308,26.0,26.0
1285876169,Maitland,FL,Neurology,123.03411765,98.164117647,97.94,33.0,34.0
1316010242,Saint Louis,MO,Emergency Medicine,120.61583333,104.39583333,104.63666667,12.0,12.0
1063497006,Lawrenceville,GA,Diagnostic Radiology,26.144545455,20.914545455,19.81,22.0,22.0
1477070340,Boca Raton,FL,Ambulatory Surgical Center,334.765,263.00766667,274.94866667,30.0,30.0
1538167945,Scottsdale,AZ,Radiation Oncology,54.968666667,43.848666667,45.04,12.0,15.0
1922105642,New York,NY,Cardiology,38.80765625,38.80765625,38.47,103.0,128.0
1811336308,Charlottesville,VA,Diagnostic Radiology,10.919375,8.709375,8.69,16.0,16.0
1588670913,Cape Girardeau,MO,Diagnostic Radiology,8.1933333333,6.2143333333,6.4615,58.0,58.0
1538428875,Plainfield,IN,Nurse Practitioner,56.985,56.985,56.84,14.0,16.0
1326226945,New Hyde Park,NY,Diagnostic Radiology,81.729375,63.5153125,51.688125,29.0,32.0
1194723569,Fort Myers,FL,Internal Medicine,10.43428795,10.43428795,10.347026604,425.0,639.0
1881694131,Los Angeles,CA,Rheumatology,16.605,16.605,16.46,46.0,68.0
1508835596,Madison,WI,Diagnostic Radiology,8.8554166667,7.0654166667,7.32,22.0,22.0
1902889413,The Villages,FL,Interventional Cardiology,8.3703448276,8.3703448276,8.2924137931,52.0,58.0
1396232476,Manchester,CT,Family Practice,109.63825397,85.943809524,81.170793651,60.0,63.0
1487762464,Wilmington,NC,Cardiology,233.87773437,184.41429687,187.21023437,128.0,128.0
1851972749,Bridgeport,CT,Physician Assistant,40.698235294,40.698235294,40.553529412,34.0,34.0
1912922071,Tallahassee,FL,Pulmonary Disease,171.81611111,116.75666667,125.17944444,17.0,18.0
1699877175,Skokie,IL,Dermatology,49.630909091,39.560909091,37.292727273,11.0,11.0
1487065868,Birmingham,AL,Ophthalmology,39.296638418,28.524915254,30.979632768,252.0,354.0
1356432140,Boise,ID,Centralized Flu,19.905816993,19.905816993,19.513660131,153.0,153.0
1831766997,Louisville,KY,Physician Assistant,31.605294118,23.735882353,26.707647059,15.0,17.0
1285078543,Atlanta,GA,Internal Medicine,127.64923077,41.111538462,41.869230769,12.0,13.0
1124378989,Richardson,TX,Physician Assistant,46.542,24.554666667,26.053333333,14.0,15.0
1962781203,Worcester,MA,Diagnostic Radiology,157.14636364,113.57636364,109.15090909,11.0,11.0
1467062562,Broadway,VA,Nurse Practitioner,110.54258065,110.54258065,110.41,62.0,62.0
1568487908,San Luis Obispo,CA,Nurse Practitioner,69.673396226,69.673396226,69.472641509,52.0,53.0
1346242120,Yonkers,NY,Family Practice,105.09059322,71.814491525,60.862966102,17.0,118.0
1922039759,Chicago,IL,Cardiology,27.401666667,21.951666667,19.8,12.0,12.0
1518984061,Glenview,IL,Ophthalmology,94.958362989,69.154448399,64.61975089,226.0,281.0
1376187922,Dallas,TX,Nurse Practitioner,54.210322581,38.841290323,37.990967742,31.0,31.0
1033159413,Pinellas Park,FL,Centralized Flu,22.982768595,22.982768595,16.62,242.0,242.0
1699961763,Milwaukee,WI,Nurse Practitioner,160.55272727,140.20818182,144.15454545,11.0,11.0
1295897742,Burr Ridge,IL,Pulmonary Disease,72.119866667,52.770133333,48.315466667,60.0,75.0
1881127108,Wellington,FL,Dermatology,6.8658843831,5.2632700604,5.21391717,204.0,258.0
1568552966,Somers Point,NJ,Orthopedic Surgery,137.46040816,102.29482993,95.041768707,115.0,147.0
1871720706,Sunny Isles Beach,FL,Mass Immunizer Roster Biller,11.608723898,11.608723898,11.586310905,109.0,145.0
1528051703,Sault Sainte Marie,MI,Family Practice,89.965833333,71.765833333,80.31,11.0,12.0
1588105647,Fremont,OH,Independent Diagnostic Testing Facility (IDTF),50.408021108,50.408021108,52.91,379.0,379.0
1508805839,Englewood Cliffs,NJ,Internal Medicine,81.13443038,59.768734177,50.141139241,14.0,79.0
1740726181,Bronx,NY,Nurse Practitioner,0.01,0.01,0.01,18.0,21.0
1508805805,Bethpage,NY,Diagnostic Radiology,47.668732394,38.023098592,31.777840376,130.0,185.0
1265485700,Dallas,TX,Diagnostic Radiology,112.40893728,85.940139373,83.973815331,563.0,574.0
1396205878,Florence,SC,Family Practice,120.95421053,89.172982456,94.747192982,97.0,114.0
1821203282,Los Angeles,CA,Dentist,119.18612903,95.056129032,82.889677419,24.0,30.0
1477182079,La Crosse,WI,Optometry,121.777,77.563,82.795,18.0,20.0
1013469295,Yonkers,NY,Physician Assistant,129.70458333,90.167916667,75.212083333,16.0,24.0
1780614537,Wayne,NJ,Dermatology,125.5808871,85.944596774,76.414435484,124.0,124.0
1609301761,Corvallis,OR,Family Practice,13.666363636,9.7472727273,10.267727273,22.0,22.0
1629041991,Marathon,FL,Family Practice,183.17857759,159.01935345,152.24637931,206.0,232.0
1023371978,Pittsburgh,PA,Vascular Surgery,162.80214286,111.11357143,114.61071429,42.0,42.0
1558365908,Grand Rapids,MI,Optometry,32.752941176,21.465882353,22.584705882,34.0,34.0
1629413091,Bartlett,TN,Nurse Practitioner,4.2104,2.2125333333,2.1037333333,62.0,75.0
1760447270,Indianapolis,IN,Interventional Cardiology,13.8325,11.0425,11.4,16.0,16.0
1295789717,Indianapolis,IN,Physical Therapist in Private Practice,25.160842105,19.325894737,20.267684211,38.0,181.0
1306870837,Chicago,IL,Medical Oncology,2.0844246575,1.6631506849,1.6516917808,59.0,161.0
1871521922,Brentwood,TN,Internal Medicine,66.3575,66.3575,66.3575,16.0,16.0
1770561748,Hartford,CT,Pathology,85.244285714,68.040857143,64.800857143,49.0,49.0
1609984814,South Ozone Park,NY,Cardiology,109.02802867,81.358673835,66.918960573,68.0,279.0
1144292566,Toledo,OH,Ophthalmology,317.25090909,244.09272727,255.53545455,19.0,22.0
1609250497,Salt Lake City,UT,Ophthalmology,714.988,557.06866667,569.58466667,12.0,15.0
1992181093,Madison Heights,VA,Physical Therapist in Private Practice,20.937708333,16.380486111,16.056666667,107.0,139.0
1568704963,Federal Way,WA,Otolaryngology,56.013571429,41.427571429,37.562928571,94.0,140.0
1902891625,Greenville,SC,Gastroenterology,68.879333333,55.009333333,58.06,15.0,15.0
1508399304,Mankato,MN,Emergency Medicine,211.16368421,189.47684211,192.71894737,19.0,19.0
1457799595,Durham,NC,Nephrology,75.991666667,60.838333333,57.25,15.0,18.0
1891217022,West Haven,CT,Nurse Practitioner,121.64559761,93.287430279,85.843266932,108.0,502.0
1063558013,Jamaica,NY,Internal Medicine,68.54,68.54,68.54,16.0,16.0
1538143482,Portsmouth,NH,Orthopedic Surgery,27.618064516,21.801612903,21.055806452,28.0,29.0
1831694025,Houston,TX,Certified Registered Nurse Anesthetist (CRNA),182.091875,145.4025,140.575625,16.0,16.0
1710429527,Albuquerque,NM,Physical Therapist in Private Practice,106.06225806,78.457741935,74.388387097,28.0,31.0
1790917797,Yonkers,NY,Physical Medicine and Rehabilitation,107.94548387,83.821774194,87.007903226,62.0,62.0
1265467286,Evans,GA,Urology,119.88346154,87.06993007,93.663951049,215.0,286.0
1053351510,Fallon,NV,Diagnostic Radiology,38.594736842,27.622105263,27.336842105,19.0,19.0
1629135462,Portsmouth,OH,Nephrology,194.1386755,142.66741722,143.17980132,136.0,151.0
1497908487,Woodbury,NY,Physician Assistant,116.02617021,85.876170213,70.031914894,47.0,47.0
1942320593,Texarkana,TX,Nurse Practitioner,43.816621622,43.816621622,43.099459459,69.0,74.0
1518624071,Southfield,MI,Nurse Practitioner,78.510869565,52.80826087,56.899130435,20.0,23.0
1154398907,Wheeling,WV,Diagnostic Radiology,28.768148148,19.975925926,20.418148148,51.0,54.0
1184664070,Redlands,CA,Physician Assistant,34.975,34.975,39.2,16.0,16.0
1780796326,Gresham,OR,Physical Medicine and Rehabilitation,85.865789474,68.506315789,67.938421053,53.0,57.0
1376679571,Asheville,NC,Internal Medicine,8.8951612903,8.8951612903,8.84,27.0,31.0
1366497943,Mason City,IA,Diagnostic Radiology,7.44,5.7921212121,6.1096969697,30.0,31.0
1871571125,Roseville,MN,Diagnostic Radiology,128.87408163,99.209183673,96.449591837,34.0,34.0
1811391097,North Miami Beach,FL,Podiatry,104.96597473,83.765974729,83.103971119,17.0,88.0
1962854760,Golden,CO,Physician Assistant,28.895238095,23.085238095,23.75,20.0,21.0
1750347290,Grand Rapids,MI,Hematology-Oncology,10.193125,10.193125,10.12,30.0,32.0
1952565350,Bellingham,WA,Family Practice,2.2141666667,2.2141666667,2.21,12.0,12.0
1114213493,Glens Falls,NY,Pathology,27.50505988,21.991317365,21.977305389,101.0,111.0
1659352953,Cape Coral,FL,Family Practice,2.9641631266,2.9641631266,2.94,621.0,1177.0
1326359688,Roanoke,VA,Gynecological Oncology,134.69958333,94.004583333,93.90125,24.0,24.0
1003056755,Jacksonville,FL,Diagnostic Radiology,28.341764706,21.375294118,19.915294118,17.0,17.0
1063774776,Cherry Hill,NJ,Diagnostic Radiology,61.317142857,47.13952381,43.706190476,19.0,21.0
1811927981,Ventura,CA,Gastroenterology,139.54915033,94.666339869,86.189215686,149.0,153.0
1669785838,Houston,TX,Certified Registered Nurse Anesthetist (CRNA),139.68458333,99.847916667,95.76125,24.0,24.0
1578714424,Plano,TX,Medical Oncology,19.780909091,15.790909091,16.28,14.0,44.0
1205126851,Canton,GA,Cardiology,71.408695652,56.978695652,57.25,23.0,23.0
1447381447,Salt Lake City,UT,Internal Medicine,98.521962617,78.87728972,80.507570093,44.0,107.0
1306828405,Greenville,NC,Diagnostic Radiology,10.747738095,7.3548809524,7.48,81.0,84.0
1518035823,Brooklyn,NY,Podiatry,72.444432234,56.66952381,46.010622711,50.0,273.0
1770512972,Anderson,SC,Anesthesiology,238.48259259,189.87012346,216.95728395,66.0,81.0
1942356555,Carmel,IN,Gastroenterology,145.03384615,116.20538462,121.45846154,13.0,13.0
1154339182,Visalia,CA,Otolaryngology,93.665,69.989375,67.659375,15.0,16.0
1184645137,White Plains,NY,Mass Immunizer Roster Biller,46.252337858,46.252337858,39.2,663.0,663.0
1740273986,Munster,IN,Diagnostic Radiology,76.5575,57.658214286,59.887678571,55.0,56.0
1265060925,Lena,IL,Nurse Practitioner,25.584,25.584,14.13,25.0,25.0
1447559174,Burlington,VT,Obstetrics & Gynecology,32.965925926,26.295925926,25.77,26.0,27.0
1659584019,San Jose,CA,Critical Care (Intensivists),39.957,30.237,24.8035,20.0,20.0
1184818304,Bayamon,PR,Infectious Disease,70.603902439,54.421463415,54.027804878,16.0,41.0
1407398696,Murfreesboro,TN,Nurse Practitioner,70.229583333,53.860833333,59.6475,18.0,24.0
1649797655,North Manchester,IN,Nurse Practitioner,87.848823529,65.835294118,69.748235294,17.0,17.0
1538461363,Tyler,TX,Portable X-Ray Supplier,26.008863636,19.815606061,20.362045455,119.0,127.0
1659519684,Indianapolis,IN,Ambulatory Surgical Center,2376.9138462,1896.8038462,1900.37,12.0,13.0
1336382472,Sacramento,CA,Diagnostic Radiology,113.93615385,83.806153846,78.895384615,13.0,13.0
1245239318,Wynnewood,PA,Ophthalmology,598.70375,465.0309375,425.7990625,30.0,32.0
1225219165,Jacksonville,FL,Physician Assistant,11.98825,8.88275,8.9855,40.0,40.0
1558397315,Preston,MD,Family Practice,127.86,127.86,126.08785714,14.0,14.0
1578846598,Ferriday,LA,Nurse Practitioner,192.23475,153.65475,159.59,19.0,40.0
1003981168,Springfield,OH,Urology,127.45388889,101.70388889,99.711111111,18.0,18.0
1932417706,Stony Brook,NY,Psychiatry,199.20253012,158.77449799,137.12831325,237.0,249.0
1497837868,Edgewood,KY,Emergency Medicine,117.86733333,91.148933333,93.8028,75.0,75.0
1366570640,Birmingham,AL,Colorectal Surgery (Proctology),113.77411765,83.362941176,92.116176471,33.0,34.0
1427237122,Saint Paul,MN,Physician Assistant,29.35,29.35,14.13,15.0,15.0
1942239090,Hattiesburg,MS,Orthopedic Surgery,6.4181052632,4.5321052632,4.5042105263,79.0,86.0
1780114264,Scarborough,ME,Anesthesiology,131.55,104.81,107.17,26.0,26.0
1881076404,Kansas City,MO,Chiropractic,37.504946004,27.427710583,29.048293737,51.0,462.0
1164478962,Mesquite,TX,Ophthalmology,34.840571429,26.217142857,25.605142857,35.0,35.0
1871966622,Beverly Hills,CA,Oral Surgery (Dentist only),119.36877551,93.268979592,81.198367347,82.0,147.0
1750544391,Marlton,NJ,Gastroenterology,144.02581818,115.30581818,106.09,54.0,55.0
1063411056,Monroe,LA,Family Practice,124.24594828,124.24594828,129.89,232.0,232.0
1073034252,Irving,TX,Physical Therapist in Private Practice,26.882413793,20.663218391,20.393333333,19.0,85.0
1275553794,Germantown,TN,Internal Medicine,27.22371134,27.22371134,16.62,95.0,97.0
1558080788,Morristown,TN,Occupational Therapist in Private Practice,20.141304348,15.972521739,16.768173913,26.0,94.0
1194161521,Southlake,TX,Independent Diagnostic Testing Facility (IDTF),84.797716535,67.566220472,68.610629921,121.0,127.0
1437258928,Brookline,MA,Dermatology,5.755,5.755,5.71,12.0,12.0
1881815801,Germatown,TN,Neurology,165.955,132.46071429,144.34,14.0,14.0
1467001081,Astoria,NY,Physician Assistant,86.61025,51.29675,46.772,39.0,40.0
1003002148,Barksdale Afb,LA,Diagnostic Radiology,8.1273684211,5.4842105263,5.5136842105,18.0,18.0
1144757592,Austin,TX,Dermatology,7.1916129032,5.3085806452,5.0183225806,53.0,57.0
1568664597,Marble Falls,TX,Orthopedic Surgery,1080.3075,871.58166667,980.82083333,12.0,12.0
1275142358,Panama City,FL,Nurse Practitioner,39.92509434,29.003773585,28.873584906,92.0,106.0
1235141631,Danville,IN,Certified Registered Nurse Anesthetist (CRNA),114.4304918,90.521803279,95.188360656,55.0,61.0
1679530505,Omaha,NE,Family Practice,98.426604651,72.559302326,79.98027907,171.0,215.0
1093988644,Dallas,TX,Diagnostic Radiology,10.617241379,8.5051724138,8.42,29.0,29.0
1518259498,Mountain Home,AR,Podiatry,28.349444444,21.848333333,25.303888889,14.0,14.0
1609859941,Scottsdale,AZ,Nurse Practitioner,136.28885572,101.98965174,106.41174129,201.0,201.0
1982012589,Culpeper,VA,Nurse Practitioner,102.65254545,75.005454545,75.364727273,55.0,55.0
1598932139,Lafayette,LA,Gastroenterology,99.103076923,79.428846154,80.696153846,40.0,52.0
1659350940,Bel Air,MD,Optometry,98.20811545,65.670305603,60.318539898,470.0,589.0
1164965521,Naples,FL,Physical Therapist in Private Practice,23.289569892,15.734623656,15.529139785,26.0,49.0
1467878520,Pine Bluff,AR,Optometry,32.989124088,22.284379562,25.045693431,135.0,137.0
1134139454,Panama City,FL,Podiatry,28.238148148,22.508148148,23.33,22.0,24.0
1669968178,Orlando,FL,Emergency Medicine,74.162142857,55.937142857,54.174285714,14.0,14.0
1225248628,Miami,FL,Psychiatry,72.867340426,52.896914894,67.246170213,36.0,94.0
1679656920,Oklahoma City,OK,Physician Assistant,50.025384615,50.025384615,50.28,76.0,78.0
1821044025,Baton Rouge,LA,Physical Medicine and Rehabilitation,49.954852941,38.976911765,41.198823529,68.0,68.0
1295804789,Maywood,IL,Clinical Cardiac Electrophysiology,39.378789625,29.615158501,27.929279539,183.0,347.0
1386868222,Seattle,WA,Anesthesiology,81.573571429,65.113571429,65.628571429,14.0,14.0
1285614735,Golden Valley,MN,Physician Assistant,151.89787879,117.52121212,119.06666667,33.0,33.0
1013302884,Lake Havasu City,AZ,Internal Medicine,163.52128571,101.98671429,105.14085714,70.0,70.0
1770691941,Naples,FL,Psychiatry,73.371397059,58.620661765,55.992720588,79.0,136.0
1801808969,Anchorage,AK,Neurology,160.57876033,107.2107438,85.031570248,87.0,121.0
1144287459,Jacksonville,FL,General Surgery,134.824,107.554,106.09,15.0,15.0
1710923214,Melbourne,FL,General Surgery,132.67459821,105.73580357,104.35825893,134.0,224.0
1619013976,Abilene,TX,Family Practice,61.590962801,47.664945295,48.650503282,182.0,457.0
1154385573,Allentown,PA,Interventional Radiology,27.719090909,19.48030303,18.784242424,65.0,66.0
1023045234,Inglewood,CA,Internal Medicine,198.72293805,162.16674336,158.73509735,447.0,560.0
1417184813,Houston,TX,Family Practice,90.568201439,67.99263789,68.079736211,78.0,417.0
1285179481,Ann Arbor,MI,Certified Registered Nurse Anesthetist (CRNA),89.112857143,68.120952381,64.923809524,21.0,21.0
1427096213,Leominster,MA,Diagnostic Radiology,29.521532847,19.12729927,17.859927007,131.0,137.0
1063825867,Geneva,IL,Cardiology,174.41873016,125.89079365,121.04365079,63.0,63.0
1518614874,Southside,AR,Nurse Practitioner,0.1242105263,0.0989473684,0.0989473684,13.0,14.0
1609806330,Schererville,IN,Ophthalmology,596.61052632,475.94473684,507.63894737,12.0,19.0
1215383005,Oklahoma City,OK,Diagnostic Radiology,10.5225,7.33,7.65,16.0,16.0
1598741142,Omaha,NE,Family Practice,12.968285714,9.1877142857,10.284857143,32.0,34.0
1023125945,Lakeland,FL,Licensed Clinical Social Worker,67.932283465,46.521181102,45.821968504,30.0,127.0
1790873487,Riverhead,NY,Physical Therapist in Private Practice,22.759103448,17.778896552,15.476965517,43.0,126.0
1215902135,Seattle,WA,Dermatology,58.295082508,40.198514851,35.255412541,255.0,303.0
1093850489,Mt Morris,IL,Ambulance Service Provider,443.56176471,353.83176471,353.54,99.0,153.0
1821034927,Cambridge,MN,Podiatry,56.415454545,43.791212121,43.70969697,25.0,33.0
1003016304,York,PA,Optometry,44.740833333,35.740833333,36.9,12.0,12.0
1033641394,Chicago,IL,Orthopedic Surgery,251.54272727,200.41363636,185.92909091,11.0,11.0
1194494500,Baltimore,MD,Nurse Practitioner,193.46,154.14,145.98,50.0,87.0
1871804831,Washington,DC,Physical Therapist in Private Practice,25.631512605,20.263373349,18.005222089,205.0,770.0
1396709580,Greenville,SC,Diagnostic Radiology,8.0370652174,5.867826087,5.9576086957,74.0,74.0
1558452185,Boise,ID,Centralized Flu,68.525162388,68.525162388,68.51923639,25822.0,25864.0
1194763623,Lititz,PA,Family Practice,89.265132743,58.072212389,59.214159292,78.0,113.0
1922447234,Norwalk,IA,Family Practice,68.0152,68.0152,67.8896,25.0,25.0
1306811864,Pittsburgh,PA,Gastroenterology,141.59908537,102.28018293,104.97286585,103.0,164.0
1104348861,Bend,OR,Physical Therapist in Private Practice,29.951043956,22.505714286,23.232527473,35.0,105.0
1740613058,Columbus,OH,Hospitalist,102.32666667,81.826666667,82.48,21.0,21.0
1063633402,Hillsborough,NJ,Sleep Medicine,70.925833333,56.867083333,53.45125,24.0,24.0
1588860944,Santa Barbara,CA,Diagnostic Radiology,74.112777778,55.071666667,47.550555556,18.0,18.0
1134768534,Los Angeles,CA,Physician Assistant,9.883,7.875,7.875,12.0,20.0
1447220900,Marion,IN,Family Practice,27.458363636,27.458363636,16.62,55.0,55.0
1487670865,Bergenfield,NJ,Ophthalmology,170.54681416,117.11247788,101.84823009,113.0,113.0
1144682576,Brooklyn,NY,Internal Medicine,194.37475066,150.96217848,151.04947507,362.0,381.0
1669494043,Belleville,NJ,Diagnostic Radiology,10.1634375,7.359375,6.63375,25.0,25.0
1013208149,Bend,OR,Radiation Oncology,81.30483871,65.13483871,65.39,29.0,31.0
1477972131,Washington,DC,Gastroenterology,123.05,92.679473684,84.584210526,19.0,19.0
1740481670,Omaha,NE,Family Practice,2.1347368421,2.1347368421,2.21,17.0,19.0
1164498630,Augusta,ME,Neurology,129.998,84.9132,92.2388,25.0,25.0
1326071986,Miramar,FL,Physician Assistant,101.58692308,62.791538462,58.369230769,13.0,13.0
1326471640,Phoenix,AZ,Nurse Practitioner,137.94582418,100.20395604,103.56043956,91.0,91.0
1487710810,Milford,DE,Family Practice,84.029206081,51.129189189,56.879341216,243.0,592.0
1487669933,Mountain View,CA,Hematology-Oncology,117.21756757,93.797567568,80.31,13.0,37.0
1376151662,Fairfax Station,VA,Nurse Practitioner,25.495294118,25.495294118,14.13,34.0,34.0
1508072687,Southfield,MI,Family Practice,14.556827503,10.276091677,10.100024125,519.0,659.0
1427057223,Dallas,TX,Ophthalmology,1197.6433333,958.24333333,932.78,15.0,15.0
1245412295,East Setauket,NY,Orthopedic Surgery,126.68957865,100.66042135,80.324157303,215.0,355.0
1629210653,Los Angeles,CA,Diagnostic Radiology,227.43568182,181.10477273,155.63204545,44.0,44.0
1063460715,Dallas,TX,Dermatology,246.94107143,197.77285714,190.89321429,26.0,28.0
1861477184,St Louis Park,MN,Internal Medicine,13.311071429,13.311071429,13.126071429,26.0,28.0
1639282809,San Antonio,TX,Family Practice,213.11230769,163.02307692,169.02653846,26.0,26.0
1376513655,Farmington Hills,MI,Neurology,224.75672131,173.43885246,167.1952459,61.0,61.0
1558528398,Beaumont,TX,Certified Registered Nurse Anesthetist (CRNA),89.034166667,70.979166667,71.918333333,12.0,12.0
1770054645,South Hill,VA,Nurse Practitioner,31.636363636,31.636363636,31.71,11.0,11.0
1457388985,Savannah,TN,General Practice,24.140923077,18.689230769,20.954153846,63.0,65.0
1477742476,Gaithersburg,MD,Family Practice,149.53564103,118.60435897,104.8525641,32.0,39.0
1477662088,Coon Rapid,MN,Family Practice,155.40571429,155.40571429,166.18,14.0,14.0
1790882488,Dallas,TX,Urology,240.97647059,187.49411765,188.73411765,14.0,17.0
1235306226,Tampa,FL,Diagnostic Radiology,87.936666667,70.199333333,67.83,15.0,15.0
1144285263,Eugene,OR,Pulmonary Disease,83.733116883,53.582727273,59.939350649,70.0,77.0
1871723171,Alpharetta,GA,Pain Management,230.36304348,171.18652174,142.98478261,23.0,23.0
1679758627,Springfield,OR,Chiropractic,36.874917127,23.14140884,25.427734807,56.0,362.0
1265572945,Lynchburg,VA,Diagnostic Radiology,36.817363636,36.817363636,36.29,110.0,110.0
1457327744,Warren,MI,Internal Medicine,15.944615385,15.944615385,16.46,26.0,26.0
1477545580,New Hyde Park,NY,Thoracic Surgery,198.03090909,143.57272727,120.85454545,11.0,11.0
1053378588,Columbia,SC,Family Practice,86.377971275,55.580933573,59.180341113,300.0,557.0
1063775674,Boca Raton,FL,Endocrinology,6.47,6.47,6.34,13.0,13.0
1710911433,Toledo,OH,Mass Immunizer Roster Biller,37.66,37.66,39.2,13.0,13.0
1578797676,Summerfield,FL,Orthopedic Surgery,82.412142857,60.772857143,61.62,12.0,14.0
1932424702,Goleta,CA,Endocrinology,155.7944,113.2236,101.014,25.0,25.0
1831210863,Novi,MI,"Psychologist, Clinical",103.47304,81.2988,79.37232,14.0,125.0
1215988696,Mobile,AL,Pathology,17.764,17.764,17.62,34.0,34.0
